content_id,trend_search_score,youth_preference_score,total_preference_weight
PLACE_14156,0.0,0.0,0.0
PLACE_14157,0.0,0.0,0.0
PLACE_14158,0.0,0.0,0.0
PLACE_14159,0.0,0.0,0.0
PLACE_14160,0.0,0.0,0.0
PLACE_14161,0.0,0.0,0.0
PLACE_14162,0.0,0.0,0.0
PLACE_14163,0.0,0.0,0.0
PLACE_14164,0.0,0.0,0.0
PLACE_14165,0.0,0.0,0.0
PLACE_14166,0.0,0.0,0.0
PLACE_14167,0.0,0.0,0.0
PLACE_14168,0.0,0.0,0.0
PLACE_14169,0.0,0.0,0.0
PLACE_14170,0.0,0.0,0.0
PLACE_14171,0.0,0.0,0.0
PLACE_14172,0.0,0.0,0.0
PLACE_14173,0.0,0.0,0.0
PLACE_14174,0.0,0.0,0.0
PLACE_14175,0.0,0.0,0.0
PLACE_14176,0.0,0.0,0.0
PLACE_14177,0.0,0.0,0.0
PLACE_14178,0.0,0.0,0.0
PLACE_14179,0.0,0.0,0.0
PLACE_14180,0.0,0.0,0.0
PLACE_14181,0.0,0.0,0.0
PLACE_14182,0.0,0.0,0.0
PLACE_14183,0.0,0.0,0.0
PLACE_14184,0.0,0.0,0.0
PLACE_14185,0.0,0.0,0.0
PLACE_14186,0.0,0.0,0.0
PLACE_14187,0.0,0.0,0.0
PLACE_14188,0.0,0.0,0.0
PLACE_14189,0.0,0.0,0.0
PLACE_14190,0.0,0.0,0.0
PLACE_14191,0.0,0.0,0.0
PLACE_14192,0.0,0.0,0.0
PLACE_14193,0.0,0.0,0.0
PLACE_14194,0.0,0.0,0.0
PLACE_14195,0.0,0.0,0.0
PLACE_14196,0.0,0.0,0.0
PLACE_14197,0.0,0.0,0.0
PLACE_14198,0.0,0.0,0.0
PLACE_14199,0.0,0.0,0.0
PLACE_14200,0.0,0.0,0.0
PLACE_14201,0.0,0.0,0.0
PLACE_14202,0.0,0.0,0.0
PLACE_14203,0.0,0.0,0.0
PLACE_14204,0.0,0.0,0.0
PLACE_14205,0.0,0.0,0.0
PLACE_14206,0.0,0.0,0.0
PLACE_14207,0.0,0.0,0.0
PLACE_14208,0.0,0.0,0.0
PLACE_14209,0.0,0.0,0.0
PLACE_14210,0.0,0.0,0.0
PLACE_14211,0.0,0.0,0.0
PLACE_14212,0.0,0.0,0.0
PLACE_14213,0.0,0.0,0.0
PLACE_14214,0.0,0.0,0.0
PLACE_14215,0.0,0.0,0.0
PLACE_14216,0.0,0.0,0.0
PLACE_14217,0.0,0.0,0.0
PLACE_14218,0.0,0.0,0.0
PLACE_14219,0.0,0.0,0.0
PLACE_14220,0.0,0.0,0.0
PLACE_14221,0.0,0.0,0.0
PLACE_14222,0.0,0.0,0.0
PLACE_14223,0.0,0.0,0.0
PLACE_14224,0.0,0.0,0.0
PLACE_14225,0.0,0.0,0.0
PLACE_14226,0.0,0.0,0.0
PLACE_14227,0.0,0.0,0.0
PLACE_14228,0.0,0.0,0.0
PLACE_14229,0.0,0.0,0.0
PLACE_14230,0.0,0.0,0.0
PLACE_14231,0.0,0.0,0.0
PLACE_14232,0.0,0.0,0.0
PLACE_14233,0.0,0.0,0.0
PLACE_14234,0.0,0.0,0.0
PLACE_14235,0.0,0.0,0.0
PLACE_14236,0.0,0.0,0.0
PLACE_14237,0.0,0.0,0.0
PLACE_14238,0.0,0.0,0.0
PLACE_14239,0.0,0.0,0.0
PLACE_14240,0.0,0.0,0.0
PLACE_14241,0.0,0.0,0.0
PLACE_14242,0.0,0.0,0.0
PLACE_14243,0.0,0.0,0.0
PLACE_14244,0.0,0.0,0.0
PLACE_14245,0.0,0.0,0.0
PLACE_14246,0.0,0.0,0.0
PLACE_14247,0.0,0.0,0.0
PLACE_14248,0.0,0.0,0.0
PLACE_14249,0.0,0.0,0.0
PLACE_14250,0.0,0.0,0.0
PLACE_14251,0.0,0.0,0.0
PLACE_14252,0.0,0.0,0.0
PLACE_14253,0.0,0.0,0.0
PLACE_14254,0.0,0.0,0.0
PLACE_14255,0.0,0.0,0.0
PLACE_14256,0.0,0.0,0.0
PLACE_14257,0.0,0.0,0.0
PLACE_14258,0.0,0.0,0.0
PLACE_14259,0.0,0.0,0.0
PLACE_14260,0.0,0.0,0.0
PLACE_14261,0.0,0.0,0.0
PLACE_14262,0.0,0.0,0.0
PLACE_14263,0.0,0.0,0.0
PLACE_14264,0.0,0.0,0.0
PLACE_14265,0.0,0.0,0.0
PLACE_14266,0.0,0.0,0.0
PLACE_14267,0.0,0.0,0.0
PLACE_14268,0.0,0.0,0.0
PLACE_14269,0.0,0.0,0.0
PLACE_14270,0.0,0.0,0.0
PLACE_14271,0.0,0.0,0.0
PLACE_14272,0.0,0.0,0.0
PLACE_14273,0.0,0.0,0.0
PLACE_14274,0.0,0.0,0.0
PLACE_14275,0.0,0.0,0.0
PLACE_14276,0.0,0.0,0.0
PLACE_14277,0.0,0.0,0.0
PLACE_14278,0.0,0.0,0.0
PLACE_14279,0.0,0.0,0.0
PLACE_14280,0.0,0.0,0.0
PLACE_14281,0.0,0.0,0.0
PLACE_14282,0.0,0.0,0.0
PLACE_14283,0.0,0.0,0.0
PLACE_14284,0.0,0.0,0.0
PLACE_14285,0.0,0.0,0.0
PLACE_14286,0.0,0.0,0.0
PLACE_14287,0.0,0.0,0.0
PLACE_14288,0.0,0.0,0.0
PLACE_14289,0.0,0.0,0.0
PLACE_14290,0.0,0.0,0.0
PLACE_14291,0.0,0.0,0.0
PLACE_14292,0.0,0.0,0.0
PLACE_14293,0.0,0.0,0.0
PLACE_14294,0.0,0.0,0.0
PLACE_14295,0.0,0.0,0.0
PLACE_14296,0.0,0.0,0.0
PLACE_14297,0.0,0.0,0.0
PLACE_14298,0.0,0.0,0.0
PLACE_14299,0.0,0.0,0.0
PLACE_14300,0.0,0.0,0.0
PLACE_14301,0.0,0.0,0.0
PLACE_14302,0.0,0.0,0.0
PLACE_14303,0.0,0.0,0.0
PLACE_14304,0.0,0.0,0.0
PLACE_14305,0.0,0.0,0.0
PLACE_14306,0.0,0.0,0.0
PLACE_14307,0.0,0.0,0.0
PLACE_14308,0.0,0.0,0.0
PLACE_14309,0.0,0.0,0.0
PLACE_14310,0.0,0.0,0.0
PLACE_14311,0.0,0.0,0.0
PLACE_14312,0.0,0.0,0.0
PLACE_14313,0.0,0.0,0.0
PLACE_14314,0.0,0.0,0.0
PLACE_14315,0.0,0.0,0.0
PLACE_14316,0.0,0.0,0.0
PLACE_14317,0.0,0.0,0.0
PLACE_14318,0.0,0.0,0.0
PLACE_14319,0.0,0.0,0.0
PLACE_14320,0.0,0.0,0.0
PLACE_14321,0.0,0.0,0.0
PLACE_14322,0.0,0.0,0.0
PLACE_14323,0.0,0.0,0.0
PLACE_14324,0.0,0.0,0.0
PLACE_14325,0.0,0.0,0.0
PLACE_14326,0.0,0.0,0.0
PLACE_14327,0.0,0.0,0.0
PLACE_14328,0.0,0.0,0.0
PLACE_14329,0.0,0.0,0.0
PLACE_14330,0.0,0.0,0.0
PLACE_14331,0.0,0.0,0.0
PLACE_14332,0.0,0.0,0.0
PLACE_14333,0.0,0.0,0.0
PLACE_14334,0.0,0.0,0.0
PLACE_14335,0.0,0.0,0.0
PLACE_14336,0.0,0.0,0.0
PLACE_14337,0.0,0.0,0.0
PLACE_14338,0.0,0.0,0.0
PLACE_14339,0.0,0.0,0.0
PLACE_14340,0.0,0.0,0.0
PLACE_14341,0.0,0.0,0.0
PLACE_14342,0.0,0.0,0.0
PLACE_14343,0.0,0.0,0.0
PLACE_14344,0.0,0.0,0.0
PLACE_14345,0.0,0.0,0.0
PLACE_14346,0.0,0.0,0.0
PLACE_14347,0.0,0.0,0.0
PLACE_14348,0.0,0.0,0.0
PLACE_14349,0.0,0.0,0.0
PLACE_14350,0.0,0.0,0.0
PLACE_14351,0.0,0.0,0.0
PLACE_14352,0.0,0.0,0.0
PLACE_14353,0.0,0.0,0.0
PLACE_14354,0.0,0.0,0.0
PLACE_14355,0.0,0.0,0.0
PLACE_14356,0.0,0.0,0.0
PLACE_14357,0.0,0.0,0.0
PLACE_14358,0.0,0.0,0.0
PLACE_14359,0.0,0.0,0.0
PLACE_14360,0.0,0.0,0.0
PLACE_14361,0.0,0.0,0.0
PLACE_14362,0.0,0.0,0.0
PLACE_14363,0.0,0.0,0.0
PLACE_14364,0.0,0.0,0.0
PLACE_14365,0.0,0.0,0.0
PLACE_14366,0.0,0.0,0.0
PLACE_14367,0.0,0.0,0.0
PLACE_14368,0.0,0.0,0.0
PLACE_14369,0.0,0.0,0.0
PLACE_14370,0.0,0.0,0.0
PLACE_14371,0.0,0.0,0.0
PLACE_14372,0.0,0.0,0.0
PLACE_14373,0.0,0.0,0.0
PLACE_14374,0.0,0.0,0.0
PLACE_14375,0.0,0.0,0.0
PLACE_14376,0.0,0.0,0.0
PLACE_14377,0.0,0.0,0.0
PLACE_14378,0.0,0.0,0.0
PLACE_14379,0.0,0.0,0.0
PLACE_14380,0.0,0.0,0.0
PLACE_14381,0.0,0.0,0.0
PLACE_14382,0.0,0.0,0.0
PLACE_14383,0.0,0.0,0.0
PLACE_14384,0.0,0.0,0.0
PLACE_14385,0.0,0.0,0.0
PLACE_14386,0.0,0.0,0.0
PLACE_14387,0.0,0.0,0.0
PLACE_14388,0.0,0.0,0.0
PLACE_14389,0.0,0.0,0.0
PLACE_14390,0.0,0.0,0.0
PLACE_14391,0.0,0.0,0.0
PLACE_14392,0.0,0.0,0.0
PLACE_14393,0.0,0.0,0.0
PLACE_14394,0.0,0.0,0.0
PLACE_14395,0.0,0.0,0.0
PLACE_14396,0.0,0.0,0.0
PLACE_14397,0.0,0.0,0.0
PLACE_14398,0.0,0.0,0.0
PLACE_14399,0.0,0.0,0.0
PLACE_14400,0.0,0.0,0.0
PLACE_14401,0.0,0.0,0.0
PLACE_14402,0.0,0.0,0.0
PLACE_14403,0.0,0.0,0.0
PLACE_14404,0.0,0.0,0.0
PLACE_14405,0.0,0.0,0.0
PLACE_14406,0.0,0.0,0.0
PLACE_14407,0.0,0.0,0.0
PLACE_14408,0.0,0.0,0.0
PLACE_14409,0.0,0.0,0.0
PLACE_14410,0.0,0.0,0.0
PLACE_14411,0.0,0.0,0.0
PLACE_14412,0.0,0.0,0.0
PLACE_14413,0.0,0.0,0.0
PLACE_14414,0.0,0.0,0.0
PLACE_14415,0.0,0.0,0.0
PLACE_14416,0.0,0.0,0.0
PLACE_14417,0.0,0.0,0.0
PLACE_14418,0.0,0.0,0.0
PLACE_14419,0.0,0.0,0.0
PLACE_14420,0.0,0.0,0.0
PLACE_14421,0.0,0.0,0.0
PLACE_14422,0.0,0.0,0.0
PLACE_14423,0.0,0.0,0.0
PLACE_14424,0.0,0.0,0.0
PLACE_14425,0.0,0.0,0.0
PLACE_14426,0.0,0.0,0.0
PLACE_14427,0.0,0.0,0.0
PLACE_14428,0.0,0.0,0.0
PLACE_14429,0.0,0.0,0.0
PLACE_14430,0.0,0.0,0.0
PLACE_14431,0.0,0.0,0.0
PLACE_14432,0.0,0.0,0.0
PLACE_14433,0.0,0.0,0.0
PLACE_14434,0.0,0.0,0.0
PLACE_14435,0.0,0.0,0.0
PLACE_14436,0.0,0.0,0.0
PLACE_14437,0.0,0.0,0.0
PLACE_14438,0.0,0.0,0.0
PLACE_14439,0.0,0.0,0.0
PLACE_14440,0.0,0.0,0.0
PLACE_14441,0.0,0.0,0.0
PLACE_14442,0.0,0.0,0.0
PLACE_14443,0.0,0.0,0.0
PLACE_14444,0.0,0.0,0.0
PLACE_14445,0.0,0.0,0.0
PLACE_14446,0.0,0.0,0.0
PLACE_14447,0.0,0.0,0.0
PLACE_14448,0.0,0.0,0.0
PLACE_14449,0.0,0.0,0.0
PLACE_14450,0.0,0.0,0.0
PLACE_14451,0.0,0.0,0.0
PLACE_14452,0.0,0.0,0.0
PLACE_14453,0.0,0.0,0.0
PLACE_14454,0.0,0.0,0.0
PLACE_14455,0.0,0.0,0.0
PLACE_14456,0.0,0.0,0.0
PLACE_14457,0.0,0.0,0.0
PLACE_14458,0.0,0.0,0.0
PLACE_14459,0.0,0.0,0.0
PLACE_14460,0.0,0.0,0.0
PLACE_14461,0.0,0.0,0.0
PLACE_14462,0.0,0.0,0.0
PLACE_14463,0.0,0.0,0.0
PLACE_14464,0.0,0.0,0.0
PLACE_14465,0.0,0.0,0.0
PLACE_14466,0.0,0.0,0.0
PLACE_14467,0.0,0.0,0.0
PLACE_14468,0.0,0.0,0.0
PLACE_14469,0.0,0.0,0.0
PLACE_14470,0.0,0.0,0.0
PLACE_14471,0.0,0.0,0.0
PLACE_14472,0.0,0.0,0.0
PLACE_14473,0.0,0.0,0.0
PLACE_14474,0.0,0.0,0.0
PLACE_14475,0.0,0.0,0.0
PLACE_14476,0.0,0.0,0.0
PLACE_14477,0.0,0.0,0.0
PLACE_14478,0.0,0.0,0.0
PLACE_14479,0.0,0.0,0.0
PLACE_14480,0.0,0.0,0.0
PLACE_14481,0.0,0.0,0.0
PLACE_14482,0.0,0.0,0.0
PLACE_14483,0.0,0.0,0.0
PLACE_14484,0.0,0.0,0.0
PLACE_14485,0.0,0.0,0.0
PLACE_14486,0.0,0.0,0.0
PLACE_14487,0.0,0.0,0.0
PLACE_14488,0.0,0.0,0.0
PLACE_14489,0.0,0.0,0.0
PLACE_14490,0.0,0.0,0.0
PLACE_14491,0.0,0.0,0.0
PLACE_14492,0.0,0.0,0.0
PLACE_14493,0.0,0.0,0.0
PLACE_14494,0.0,0.0,0.0
PLACE_14495,0.0,0.0,0.0
PLACE_14496,0.0,0.0,0.0
PLACE_14497,0.0,0.0,0.0
PLACE_14498,0.0,0.0,0.0
PLACE_14499,0.0,0.0,0.0
PLACE_14500,0.0,0.0,0.0
PLACE_14501,0.0,0.0,0.0
PLACE_14502,0.0,0.0,0.0
PLACE_14503,0.0,0.0,0.0
PLACE_14504,0.0,0.0,0.0
PLACE_14505,0.0,0.0,0.0
PLACE_14506,0.0,0.0,0.0
PLACE_14507,0.0,0.0,0.0
PLACE_14508,0.0,0.0,0.0
PLACE_14509,0.0,0.0,0.0
PLACE_14510,0.0,0.0,0.0
PLACE_14511,0.0,0.0,0.0
PLACE_14512,0.0,0.0,0.0
PLACE_14513,0.0,0.0,0.0
PLACE_14514,0.0,0.0,0.0
PLACE_14515,0.0,0.0,0.0
PLACE_14516,0.0,0.0,0.0
PLACE_14517,0.0,0.0,0.0
PLACE_14518,0.0,0.0,0.0
PLACE_14519,0.0,0.0,0.0
PLACE_14520,0.0,0.0,0.0
PLACE_14521,0.0,0.0,0.0
PLACE_14522,0.0,0.0,0.0
PLACE_14523,0.0,0.0,0.0
PLACE_14524,0.0,0.0,0.0
PLACE_14525,0.0,0.0,0.0
PLACE_14526,0.0,0.0,0.0
PLACE_14527,0.0,0.0,0.0
PLACE_14528,0.0,0.0,0.0
PLACE_14529,0.0,0.0,0.0
PLACE_14530,0.0,0.0,0.0
PLACE_14531,0.0,0.0,0.0
PLACE_14532,0.0,0.0,0.0
PLACE_14533,0.0,0.0,0.0
PLACE_14534,0.0,0.0,0.0
PLACE_14535,0.0,0.0,0.0
PLACE_14536,0.0,0.0,0.0
PLACE_14537,0.0,0.0,0.0
PLACE_14538,0.0,0.0,0.0
PLACE_14539,0.0,0.0,0.0
PLACE_14540,0.0,0.0,0.0
PLACE_14541,0.0,0.0,0.0
PLACE_14542,0.0,0.0,0.0
PLACE_14543,0.0,0.0,0.0
PLACE_14544,0.0,0.0,0.0
PLACE_14545,0.0,0.0,0.0
PLACE_14546,0.0,0.0,0.0
PLACE_14547,0.0,0.0,0.0
PLACE_14548,0.0,0.0,0.0
PLACE_14549,0.0,0.0,0.0
PLACE_14550,0.0,0.0,0.0
PLACE_14551,0.0,0.0,0.0
PLACE_14552,0.0,0.0,0.0
PLACE_14553,0.0,0.0,0.0
PLACE_14554,0.0,0.0,0.0
PLACE_14555,0.0,0.0,0.0
PLACE_14556,0.0,0.0,0.0
PLACE_14557,0.0,0.0,0.0
PLACE_14558,0.0,0.0,0.0
PLACE_14559,0.0,0.0,0.0
PLACE_14560,0.0,0.0,0.0
PLACE_14561,0.0,0.0,0.0
PLACE_14562,0.0,0.0,0.0
PLACE_14563,0.0,0.0,0.0
PLACE_14564,0.0,0.0,0.0
PLACE_14565,0.0,0.0,0.0
PLACE_14566,0.0,0.0,0.0
PLACE_14567,0.0,0.0,0.0
PLACE_14568,0.0,0.0,0.0
PLACE_14569,0.0,0.0,0.0
PLACE_14570,0.0,0.0,0.0
PLACE_14571,0.0,0.0,0.0
PLACE_14572,0.0,0.0,0.0
PLACE_14573,0.0,0.0,0.0
PLACE_14574,0.0,0.0,0.0
PLACE_14575,0.0,0.0,0.0
PLACE_14576,0.0,0.0,0.0
PLACE_14577,0.0,0.0,0.0
PLACE_14578,0.0,0.0,0.0
PLACE_14579,0.0,0.0,0.0
PLACE_14580,0.0,0.0,0.0
PLACE_14581,0.0,0.0,0.0
PLACE_14582,0.0,0.0,0.0
PLACE_14583,0.0,0.0,0.0
PLACE_14584,0.0,0.0,0.0
PLACE_14585,0.0,0.0,0.0
PLACE_14586,0.0,0.0,0.0
PLACE_14587,0.0,0.0,0.0
PLACE_14588,0.0,0.0,0.0
PLACE_14589,0.0,0.0,0.0
PLACE_14590,0.0,0.0,0.0
PLACE_14591,0.0,0.0,0.0
PLACE_14592,0.0,0.0,0.0
PLACE_14593,0.0,0.0,0.0
PLACE_14594,0.0,0.0,0.0
PLACE_14595,0.0,0.0,0.0
PLACE_14596,0.0,0.0,0.0
PLACE_14597,0.0,0.0,0.0
PLACE_14598,0.0,0.0,0.0
PLACE_14599,0.0,0.0,0.0
PLACE_14600,0.0,0.0,0.0
PLACE_14601,0.0,0.0,0.0
PLACE_14602,0.0,0.0,0.0
PLACE_14603,0.0,0.0,0.0
PLACE_14604,0.0,0.0,0.0
PLACE_14605,0.0,0.0,0.0
PLACE_14606,0.0,0.0,0.0
PLACE_14607,0.0,0.0,0.0
PLACE_14608,0.0,0.0,0.0
PLACE_14609,0.0,0.0,0.0
PLACE_14610,0.0,0.0,0.0
PLACE_14611,0.0,0.0,0.0
PLACE_14612,0.0,0.0,0.0
PLACE_14613,0.0,0.0,0.0
PLACE_14614,0.0,0.0,0.0
PLACE_14615,0.0,0.0,0.0
PLACE_14616,0.0,0.0,0.0
PLACE_14617,0.0,0.0,0.0
PLACE_14618,0.0,0.0,0.0
PLACE_14619,0.0,0.0,0.0
PLACE_14620,0.0,0.0,0.0
PLACE_14621,0.0,0.0,0.0
PLACE_14622,0.0,0.0,0.0
PLACE_14623,0.0,0.0,0.0
PLACE_14624,0.0,0.0,0.0
PLACE_14625,0.0,0.0,0.0
PLACE_14626,0.0,0.0,0.0
PLACE_14627,0.0,0.0,0.0
PLACE_14628,0.0,0.0,0.0
PLACE_14629,0.0,0.0,0.0
PLACE_14630,0.0,0.0,0.0
PLACE_14631,0.0,0.0,0.0
PLACE_14632,0.0,0.0,0.0
PLACE_14633,0.0,0.0,0.0
PLACE_14634,0.0,0.0,0.0
PLACE_14635,0.0,0.0,0.0
PLACE_14636,0.0,0.0,0.0
PLACE_14637,0.0,0.0,0.0
PLACE_14638,0.0,0.0,0.0
PLACE_14639,0.0,0.0,0.0
PLACE_14640,0.0,0.0,0.0
PLACE_14641,0.0,0.0,0.0
PLACE_14642,0.0,0.0,0.0
PLACE_14643,0.0,0.0,0.0
PLACE_14644,0.0,0.0,0.0
PLACE_14645,0.0,0.0,0.0
PLACE_14646,0.0,0.0,0.0
PLACE_14647,0.0,0.0,0.0
PLACE_14648,0.0,0.0,0.0
PLACE_14649,0.0,0.0,0.0
PLACE_14650,0.0,0.0,0.0
PLACE_14651,0.0,0.0,0.0
PLACE_14652,0.0,0.0,0.0
PLACE_14653,0.0,0.0,0.0
PLACE_14654,0.0,0.0,0.0
PLACE_14655,0.0,0.0,0.0
PLACE_14656,0.0,0.0,0.0
PLACE_14657,0.0,0.0,0.0
PLACE_14658,0.0,0.0,0.0
PLACE_14659,0.0,0.0,0.0
PLACE_14660,0.0,0.0,0.0
PLACE_14661,0.0,0.0,0.0
PLACE_14662,0.0,0.0,0.0
PLACE_14663,0.0,0.0,0.0
PLACE_14664,0.0,0.0,0.0
PLACE_14665,0.0,0.0,0.0
PLACE_14666,0.0,0.0,0.0
PLACE_14667,0.0,0.0,0.0
PLACE_14668,0.0,0.0,0.0
PLACE_14669,0.0,0.0,0.0
PLACE_14670,0.0,0.0,0.0
PLACE_14671,0.0,0.0,0.0
PLACE_14672,0.0,0.0,0.0
PLACE_14673,0.0,0.0,0.0
PLACE_14674,0.0,0.0,0.0
PLACE_14675,0.0,0.0,0.0
PLACE_14676,0.0,0.0,0.0
PLACE_14677,0.0,0.0,0.0
PLACE_14678,0.0,0.0,0.0
PLACE_14679,0.0,0.0,0.0
PLACE_14680,0.0,0.0,0.0
PLACE_14681,0.0,0.0,0.0
PLACE_14682,0.0,0.0,0.0
PLACE_14683,0.0,0.0,0.0
PLACE_14684,0.0,0.0,0.0
PLACE_14685,0.0,0.0,0.0
PLACE_14686,0.0,0.0,0.0
PLACE_14687,0.0,0.0,0.0
PLACE_14688,0.0,0.0,0.0
PLACE_14689,0.0,0.0,0.0
PLACE_14690,0.0,0.0,0.0
PLACE_14691,0.0,0.0,0.0
PLACE_14692,0.0,0.0,0.0
PLACE_14693,0.0,0.0,0.0
PLACE_14694,0.0,0.0,0.0
PLACE_14695,0.0,0.0,0.0
PLACE_14696,0.0,0.0,0.0
PLACE_14697,0.0,0.0,0.0
PLACE_14698,0.0,0.0,0.0
PLACE_14699,0.0,0.0,0.0
PLACE_14700,0.0,0.0,0.0
PLACE_14701,0.0,0.0,0.0
PLACE_14702,0.0,0.0,0.0
PLACE_14703,0.0,0.0,0.0
PLACE_14704,0.0,0.0,0.0
PLACE_14705,0.0,0.0,0.0
PLACE_14706,0.0,0.0,0.0
PLACE_14707,0.0,0.0,0.0
PLACE_14708,0.0,0.0,0.0
PLACE_14709,0.0,0.0,0.0
PLACE_14710,0.0,0.0,0.0
PLACE_14711,0.0,0.0,0.0
PLACE_14712,0.0,0.0,0.0
PLACE_14713,0.0,0.0,0.0
PLACE_14714,0.0,0.0,0.0
PLACE_14715,0.0,0.0,0.0
PLACE_14716,0.0,0.0,0.0
PLACE_14717,0.0,0.0,0.0
PLACE_14718,0.0,0.0,0.0
PLACE_14719,0.0,0.0,0.0
PLACE_14720,0.0,0.0,0.0
PLACE_14721,0.0,0.0,0.0
PLACE_14722,0.0,0.0,0.0
PLACE_14723,0.0,0.0,0.0
PLACE_14724,0.0,0.0,0.0
PLACE_14725,0.0,0.0,0.0
PLACE_14726,0.0,0.0,0.0
PLACE_14727,0.0,0.0,0.0
PLACE_14728,0.0,0.0,0.0
PLACE_14729,0.0,0.0,0.0
PLACE_14730,0.0,0.0,0.0
PLACE_14731,0.0,0.0,0.0
PLACE_14732,0.0,0.0,0.0
PLACE_14733,0.0,0.0,0.0
PLACE_14734,0.0,0.0,0.0
PLACE_14735,0.0,0.0,0.0
PLACE_14736,0.0,0.0,0.0
PLACE_14737,0.0,0.0,0.0
PLACE_14738,0.0,0.0,0.0
PLACE_14739,0.0,0.0,0.0
PLACE_14740,0.0,0.0,0.0
PLACE_14741,0.0,0.0,0.0
PLACE_14742,0.0,0.0,0.0
PLACE_14743,0.0,0.0,0.0
PLACE_14744,0.0,0.0,0.0
PLACE_14745,0.0,0.0,0.0
PLACE_14746,0.0,0.0,0.0
PLACE_14747,0.0,0.0,0.0
PLACE_14748,0.0,0.0,0.0
PLACE_14749,0.0,0.0,0.0
PLACE_14750,0.0,0.0,0.0
PLACE_14751,0.0,0.0,0.0
PLACE_14752,0.0,0.0,0.0
PLACE_14753,0.0,0.0,0.0
PLACE_14754,0.0,0.0,0.0
PLACE_14755,0.0,0.0,0.0
PLACE_14756,0.0,0.0,0.0
PLACE_14757,0.0,0.0,0.0
PLACE_14758,0.0,0.0,0.0
PLACE_14759,0.0,0.0,0.0
PLACE_14760,0.0,0.0,0.0
PLACE_14761,0.0,0.0,0.0
PLACE_14762,0.0,0.0,0.0
PLACE_14763,0.0,0.0,0.0
PLACE_14764,0.0,0.0,0.0
PLACE_14765,0.0,0.0,0.0
PLACE_14766,0.0,0.0,0.0
PLACE_14767,0.0,0.0,0.0
PLACE_14768,0.0,0.0,0.0
PLACE_14769,0.0,0.0,0.0
PLACE_14770,0.0,0.0,0.0
PLACE_14771,0.0,0.0,0.0
PLACE_14772,0.0,0.0,0.0
PLACE_14773,0.0,0.0,0.0
PLACE_14774,0.0,0.0,0.0
PLACE_14775,0.0,0.0,0.0
PLACE_14776,0.0,0.0,0.0
PLACE_14777,0.0,0.0,0.0
PLACE_14778,0.0,0.0,0.0
PLACE_14779,0.0,0.0,0.0
PLACE_14780,0.0,0.0,0.0
PLACE_14781,0.0,0.0,0.0
PLACE_14782,0.0,0.0,0.0
PLACE_14783,0.0,0.0,0.0
PLACE_14784,0.0,0.0,0.0
PLACE_14785,0.0,0.0,0.0
PLACE_14786,0.0,0.0,0.0
PLACE_14787,0.0,0.0,0.0
PLACE_14788,0.0,0.0,0.0
PLACE_14789,0.0,0.0,0.0
PLACE_14790,0.0,0.0,0.0
PLACE_14791,0.0,0.0,0.0
PLACE_14792,0.0,0.0,0.0
PLACE_14793,0.0,0.0,0.0
PLACE_14794,0.0,0.0,0.0
PLACE_14795,0.0,0.0,0.0
PLACE_14796,0.0,0.0,0.0
PLACE_14797,0.0,0.0,0.0
PLACE_14798,0.0,0.0,0.0
PLACE_14799,0.0,0.0,0.0
PLACE_14800,0.0,0.0,0.0
PLACE_14801,0.0,0.0,0.0
PLACE_14802,0.0,0.0,0.0
PLACE_14803,0.0,0.0,0.0
PLACE_14804,0.0,0.0,0.0
PLACE_14805,0.0,0.0,0.0
PLACE_14806,0.0,0.0,0.0
PLACE_14807,0.0,0.0,0.0
PLACE_14808,0.0,0.0,0.0
PLACE_14809,0.0,0.0,0.0
PLACE_14810,0.0,0.0,0.0
PLACE_14811,0.0,0.0,0.0
PLACE_14812,0.0,0.0,0.0
PLACE_14813,0.0,0.0,0.0
PLACE_14814,0.0,0.0,0.0
PLACE_14815,0.0,0.0,0.0
PLACE_14816,0.0,0.0,0.0
PLACE_14817,0.0,0.0,0.0
PLACE_14818,0.0,0.0,0.0
PLACE_14819,0.0,0.0,0.0
PLACE_14820,0.0,0.0,0.0
PLACE_14821,0.0,0.0,0.0
PLACE_14822,0.0,0.0,0.0
PLACE_14823,0.0,0.0,0.0
PLACE_14824,0.0,0.0,0.0
PLACE_14825,0.0,0.0,0.0
PLACE_14826,0.0,0.0,0.0
PLACE_14827,0.0,0.0,0.0
PLACE_14828,0.0,0.0,0.0
PLACE_14829,0.0,0.0,0.0
PLACE_14830,0.0,0.0,0.0
PLACE_14831,0.0,0.0,0.0
PLACE_14832,0.0,0.0,0.0
PLACE_14833,0.0,0.0,0.0
PLACE_14834,0.0,0.0,0.0
PLACE_14835,0.0,0.0,0.0
PLACE_14836,0.0,0.0,0.0
PLACE_14837,0.0,0.0,0.0
PLACE_14838,0.0,0.0,0.0
PLACE_14839,0.0,0.0,0.0
PLACE_14840,0.0,0.0,0.0
PLACE_14841,0.0,0.0,0.0
PLACE_14842,0.0,0.0,0.0
PLACE_14843,0.0,0.0,0.0
PLACE_14844,0.0,0.0,0.0
PLACE_14845,0.0,0.0,0.0
PLACE_14846,0.0,0.0,0.0
PLACE_14847,0.0,0.0,0.0
PLACE_14848,0.0,0.0,0.0
PLACE_14849,0.0,0.0,0.0
PLACE_14850,0.0,0.0,0.0
PLACE_14851,0.0,0.0,0.0
PLACE_14852,0.0,0.0,0.0
PLACE_14853,0.0,0.0,0.0
