content_id,source,large_category,mid_category,facility_name,is_program,program_name,sido,sigungu,address,lat,lon,price_known,price,is_free,price_raw,open_time,close_time,is_time_fixed,operating_hours_remark,closed_day,tel,homepage,description,space_type,social_mode,social_intensity_score,content_mode,last_updated
PLACE_HERITAGE_4124,향토문화유적,문화유적,향토문화유적,월정사 소장 불상-목조보살입상,False,,제주특별자치도,제주시,제주특별자치도 제주시 오라이동 652-2번지(월정사),33.466626,126.508388,False,,,,,,False,,,064-710-6702,,이 불상은 높이가 78.5cm인데 보관을 제외하면 향나무로 몸체 전체를 조각했다. 머리에는 장식이 화려한 보관을 썼다. 보관 중앙에는 화불化佛이 있고 손에 연꽃을 들고 있다. 이로써 이 보살은 자비로써 중생을 구제하는 관음보살임이 드러난다.,실외,1인가능,1,사고형,2025-09-15
PLACE_HERITAGE_4125,향토문화유적,문화유적,향토문화유적,월영사 소장 목조여래좌상,False,,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 상귀리 329번지(월영사),33.478075,126.414018,False,,,,,,False,,,064-710-6702,,본래 제주시 서사가 지경의 법화종 사찰에서 모셔왔다고 한다. 주지 스님의 증언에 의하면 1982년 이 사찰이 훼첼될 때 불단(佛壇) 밑에 방치되었던 여래좌상(坐像如來)을 수습하여 모시게 되었다는 비불(秘佛)과도 같이 귀중히 봉안하여 공개하지 않고 있었던 것을 최근에 김봉옥 선생의 주선으로 조사하게 되었다.,실외,1인가능,1,사고형,2025-09-15
PLACE_HERITAGE_4126,향토문화유적,문화유적,향토문화유적,월계사 소장 목조아미타불좌상,False,,제주특별자치도,제주시,제주특별자치도 제주시 한림읍 옹포리 4번지(월계사),33.405554,126.259741,False,,,,,,False,,,064-710-6702,,제주 한림읍 월계사 목조아미타불좌상은 불복장에서 발견된 발원문에 의해 1661년이라는 조성연대와 운혜와 상전이 조각한 불상으로 17세기 불상연구에 중요한 자료를 제공하는 등 문화재적 가치가 높이 평가되고 있다.,실외,1인가능,1,사고형,2025-09-15
PLACE_HERITAGE_4127,향토문화유적,문화유적,향토문화유적,원명선원 석조여래좌상,False,,제주특별자치도,제주시,제주특별자치도 제주시 화북일동 4684번지(원명선원),33.515644,126.554216,False,,,,,,False,,,064-710-6702,,조선후기 목조불상이 주류를 이루는데 반해 위 불상은 석조불상으로서 가치가 있으며 18세기 불상의 특징을 잘 나타나 문화재자료로 지정되었다.,실외,1인가능,1,사고형,2025-09-15
PLACE_HERITAGE_4128,향토문화유적,문화유적,향토문화유적,운주당 지구,False,,제주특별자치도,제주시,제주특별자치도 제주시 일도일동 1108번지 외,33.511845,126.529249,False,,,,,,False,,,064-710-6702,,조선시대 제주성(濟州城) 내 군사지휘소 겸 적의 동태를 살피기 위해 축조한 누대(樓臺)인 운주당(運籌堂)이 위치했을 것으로 추정되는 곳으로 당시 군사요충지로서 역사적 장소성의 지닌 가치가 크므로 해당 부지를 운주당지구로 명명 향토유형유산으로 지정하여 전승할 가치가 있다.,실외,1인가능,1,사고형,2025-09-15
PLACE_HERITAGE_4129,향토문화유적,문화유적,향토문화유적,우지연대,False,,제주특별자치도,제주시,제주특별자치도 제주시 한림읍 귀덕2리 3977번지,33.437653,126.278056,False,,,,,,False,,,064-710-6702,,명월진에 소속된 우지 연대는 1976년 고증을 거쳐 지금의 모습으로 보수한 것으로 규모는 상부 8.5m×8.5m 하부 8.9m×8.7m 높이 2.7m이다. 이 연대는 동쪽으로는 귀덕 연대 서쪽으로는 죽도 연대와 교신하였다고 한다.,실외,1인가능,1,사고형,2025-09-15
PLACE_HERITAGE_4130,향토문화유적,문화유적,향토문화유적,용연·용두암,False,,제주특별자치도,제주시,제주특별자치도 제주시 용담일동 2581-4번지 등,33.512627,126.514376,False,,,,,,False,,,064-710-6702,,제주도 서쪽에 위치한 용연과 그 주변 해안가에 있는 용암이다. 용연은 작은 연못과 같은 소(沼)를 말하는데 취병담 또는 용추라고도 불린다. 조선시대 지방관리와 유배된 사람들이 풍류를 즐겼던 곳으로 특히 밤 경취가 매우 아름다워 뱃놀이를 하였다고 한다. 용두암은 약 50∼60만년 전의 용암류로 구성된 층으로 추정되는데 밖으로 드러난 암석이 모두 붉은색의 현무암질로 되어 있다. 이 용두암은 용암이 위로 뿜어 올라가면서 만들어진 것으로 관찰되고 있어 지질학적으로 연구 가치가 있는 귀중한 자연 유산이다.,실외,1인가능,1,사고형,2025-09-15
PLACE_HERITAGE_4131,향토문화유적,문화유적,향토문화유적,용수마을방사탑 2호,False,,제주특별자치도,제주시,제주특별자치도 제주시 한경면 용수리 4288-6 용수리 포구(화성물),33.321364,126.166825,False,,,,,,False,,,064-710-6702,,방사탑은 마을의 어느 한 방위에 불길한 징조가 보인다거나 어느 한 지형의 기가 허한 곳에 쌓아두는 돌탑으로 부정과 악의 출입을 막아 마을을 평안하게 하고자 하는 신앙의 대상물이다.,실외,1인가능,1,사고형,2025-09-15
PLACE_HERITAGE_4132,향토문화유적,문화유적,향토문화유적,용수마을방사탑 1호,False,,제주특별자치도,제주시,제주특별자치도 제주시 한경면 용수리 4238 용수리 포구(새원),33.323701,126.165541,False,,,,,,False,,,064-710-6702,,방사탑은 마을의 어느 한 방위에 불길한 징조가 보인다거나 어느 한 지형의 기가 허한 곳에 쌓아두는 돌탑으로 부정과 악의 출입을 막아 마을을 평안하게 하고자 하는 신앙의 대상물이다.,실외,1인가능,1,사고형,2025-09-15
PLACE_HERITAGE_4133,향토문화유적,문화유적,향토문화유적,용방록,False,,제주특별자치도,제주시,제주특별자치도 제주시 용담일동 298-8번지(제주향교 내),33.511321,126.515738,False,,,,,,False,,,064-710-6702,,용방이란 문과를 달리 이르는 말로 이 책은 조선시대 문과에 합격한 사람의 이름을 적은 명부이다.,실외,1인가능,1,사고형,2025-09-15
PLACE_HERITAGE_4134,향토문화유적,문화유적,향토문화유적,용문사 소장 목조석가여래좌상,False,,제주특별자치도,제주시,제주특별자치도 제주시 구좌읍 하도리 3142번지(용문사),33.528187,126.867536,False,,,,,,False,,,064-710-6702,,용문사 소장 목조석가여래좌상은 17세기 말~18세기 전반에 진설(進悅)이 조성한 불상으로 불상의 존명을 비롯해 시주자와 조각승이 확실하게 밝혀져 조선후기 불상 양식을 고찰하는데 귀중한 편년이 되는 등 문화재적 가치가 높이 평가 됐다.,실외,1인가능,1,사고형,2025-09-15
PLACE_HERITAGE_4135,향토문화유적,문화유적,향토문화유적,용담지석묘 4호,False,,제주특별자치도,제주시,제주특별자치도 제주시 용담이동 2002번지(공항구내),33.506233,126.495678,False,,,,,,False,,,064-710-6702,,원래 제주시 용담동 751번지에 있었는데 공항부지 확장공사 때 공항 앞으로 옮겨 복원하였다. 형태는 바둑판식이나 덮개돌 밑에 여러 매의 넓고 납작한 돌을 병풍모양으로 둘러 돌방을 만들어서 개석식으로 재분류된다.,실외,1인가능,1,사고형,2025-09-15
PLACE_HERITAGE_4136,향토문화유적,문화유적,향토문화유적,용담지석묘 3호,False,,제주특별자치도,제주시,제주특별자치도 제주시 용담이동 2002번지(공항구내),33.506233,126.495678,False,,,,,,False,,,064-710-6702,,원래 제주시 용담동 755번지에 있었는데 공항부지 확장공사 때 지금의 위치로 옮겨졌다. 형태는 바둑판식이나 덮개돌 밑에 여러 매의 넓고 납작한 돌을 병풍모양으로 둘러 돌방을 만들어서 개석식으로 재분류된다.,실외,1인가능,1,사고형,2025-09-15
PLACE_HERITAGE_4137,향토문화유적,문화유적,향토문화유적,용담지석묘 2호,False,,제주특별자치도,제주시,제주특별자치도 제주시 용담이동 588-6번지(주택가내),33.513342,126.506161,False,,,,,,False,,,064-710-6702,,여러 개의 판석이 덮개돌 가장자리를 돌아가며 받치고 있어 언뜻 보면 탁자식으로 보이나 판석을 무덤의 벽으로 삼아 매장부를 지상에 마련한 형태의 제주도식 고인돌이다. 현재는 동쪽의 판석이 없어졌다.,실외,1인가능,1,사고형,2025-09-15
PLACE_HERITAGE_4138,향토문화유적,문화유적,향토문화유적,용담지석묘 1호,False,,제주특별자치도,제주시,제주특별자치도 제주시 용담이동 581번지(사대부고내),33.513845,126.508603,False,,,,,,False,,,064-710-6702,,제주대학교 사범대학 부속고등학교 운동장 남쪽에 있는데 고인돌의 남서쪽을 제외한 주위가 흙과 잡석으로 묻혀 있다. 형태는 바둑판식이나 덮개돌 밑에 여러 매의 넓고 납작한 돌을 둘러 돌방을 만들어서 개석식으로 재분류된다.,실외,1인가능,1,사고형,2025-09-15
PLACE_HERITAGE_4139,향토문화유적,문화유적,향토문화유적,깃절놀이,False,,전북특별자치도,장수군,전북특별자치도 장수군 장수읍 한누리로 378,35.64023659,127.519819,False,,,,,,False,,,063-350-2328,,깃절놀이는 장수군 7개읍면 풍물패 등이 참여한 전통화합의 놀이로서 조선시대부터 장수군의 민속놀이로 전해지고 있다.,실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4140,향토문화유적,문화유적,향토문화유적,계남향약,False,,전북특별자치도,장수군,전북특별자치도 장수군 계남면 유천길 5,35.7045047,127.5784573,False,,,,,,False,,,063-350-2328,,계남향약은 1915년 일제강점기 시기에 자발적 참여에 의한 향약을 조직하고 민주적 협동체로 협동활동을 잘 보여주는 역사적 가치가 중요한 기록물이다. 향약 설립 당시 초기자료로 설립과정에 대한 기록물로서 가치가 있다.,실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4141,향토문화유적,문화유적,향토문화유적,효자 육호진 정려각,False,,전북특별자치도,장수군,전북특별자치도 장수군 산서면 마하리 산56,35.58340319,127.4196304,False,,,,,,False,,,063-350-2328,,효자육호진정려각은 1870년 육호진이 효자로 추천되어 증직을 받았고 1871년(고종8년)에 정려를 세우는 특전을 받았다. 정려각은 1872년 건립되었다고 한다.,실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4142,향토문화유적,문화유적,향토문화유적,절부전주원씨정려각,False,,전북특별자치도,장수군,전북특별자치도 장수군 산서면 월평길 7,35.59813094,127.4190449,False,,,,,,False,,,063-350-2328,,"절부전주원씨정려각은 조선 중기 유학자인 박이항의 처 전주원씨가 1598년(선조31년)에 명정을 받았으며 중수기 등에서 1710년, 1933년에 중수하였다고 전해진다. 절부전주원씨정려각은 명정연대가 비교적 빠른편이며 관련 인물로 볼 때 역사적 가치가 크다. 그리고 중수 기록등도 잘 남아있어 조선시대 정표정책을 이해할 수 있는 사료적인 가치가 높다.",실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4143,향토문화유적,문화유적,향토문화유적,벽계정,False,,전북특별자치도,장수군,전북특별자치도 장수군 장계면 육십령로 383-4,35.72078149,127.6122965,False,,,,,,False,,,063-350-2328,,벽계정은 주변에 사는 주민들이 계를 조직하고 건립한 정자로서 상량문이 보이지 않아 정확한 건축 연대는 알 수 없으나 내부에 걸린 편액을 통해 1936년에 건립한 것으로 추정된다. 벽계정은 건립연대가 늦지만 보존상태가 양호하고 사용된 부재도 건실하며 전통적인 건축수법을 바탕으로 새로운 수법이 적용되어 건축적인 가치도 있다.,실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4144,향토문화유적,문화유적,향토문화유적,만취정,False,,전북특별자치도,장수군,전북특별자치도 장수군 번암면 죽산리 산18-2,35.54270667,127.5173631,False,,,,,,False,,,063-350-2328,,만취정은 1929년에 만취 주낙필이 창건하여 선비들의 독서당과 소요처로 사용했다고 한다. 만취정은 최근 중수하여 보존상태가 양호하다.,실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4145,향토문화유적,문화유적,향토문화유적,효자임옥산정려각,False,,전북특별자치도,장수군,전북특별자치도 장수군 산서면 오산리 142,35.589624,127.3830557,False,,,,,,False,,,063-350-2328,,"효자 임옥산정려각은 1471년(성종2년)에 임옥산이 정표되었는데 포상관련내용은 조선왕조실록에 기록되어 있다. 현재의 건물은 상량문에 1863년(철종14년)에 건립했다고 기록되어 있다. 효자임옥산정려각은 명정연대가 성종연간으로 그 시기가 빠르며 그 내용이 조선왕조실록, 신증동국여지승람 등에 실려 있어 역사적 가치가 매우 높다. 그리고 정려의 중수와 중건 기록 등이 잘 남아 있어 조선시대 정표정책을 이해할 수 있는 사료적인 가치가 높다.",실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4146,향토문화유적,문화유적,향토문화유적,효자박귀천정려각,False,,전북특별자치도,장수군,전북특별자치도 장수군 천천면 장천로 795,35.7001215,127.5193969,False,,,,,,False,,,063-350-2328,,효자박귀천정려각은 1784년(정조8년)에 명정을 받았으며 1844년(철종10년)에 건립되었다. 효자박귀천정려각은 명정연대가 비교적 빠른 편이고 장식이 화려한 정려각의 특징을 잘 보여준다. 구조수법과 조각수법도 매우 우수하고 지붕에 사용된 돌너와는 재료의 지역적 특성을 잘 보여주고 있는 등 건축적인 가치가 높다.,실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4147,향토문화유적,문화유적,향토문화유적,지금당,False,,전북특별자치도,장수군,전북특별자치도 장수군 산서면 하월리 183,35.56446188,127.3924272,False,,,,,,False,,,063-350-2328,,"지금당은 1602년 만헌 정염선생이 창건한 학당으로 현재의 지금당 건물은 창원정씨, 삭녕최씨, 제주양씨, 김해김씨, 경주이씨들이 지금당계를 조직하면서 선대의 유지를 받들기 위해 1900년대 초반에 건립한 것이라고 한다. 지금당은 장수군에서 흥학당(전북특별자치도 문화재자료 제147호)에 이어 두번째로 창건된 학당으로서 역사적 가치가 있으며 관련인물의 역사적, 향토사적 가치도 높다.",실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4148,향토문화유적,문화유적,향토문화유적,유계영당,False,,전북특별자치도,장수군,전북특별자치도 장수군 산서면 보산로 1500-85,35.55962074,127.4010597,False,,,,,,False,,,063-350-2328,,유계영당은 정재흥의 영정을 모신 영당으로 1788년에 창건했다고 전해진다. 유계영당은 관련인물의 향토사적 가치가 높고 영당의 건축 구성을 잘 보여주고 있다.,실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4149,향토문화유적,문화유적,향토문화유적,열녀 숙인진주소씨 정려각,False,,전북특별자치도,장수군,전북특별자치도 장수군 산서면 하월리 182,35.56453539,127.3927696,False,,,,,,False,,,063-350-2328,,열녀숙인진주소씨정려각은 김연장의 처인 진주소씨의 정려각으로 1788년(정조12년)에 명정을 받았으며 정려각은 1848년(헌종14년)에 세웠다. 현재의 건물은 1893년에 다시 세운것으로 장수지역의 다른 정려각과 비교할 때 비교적 명정연대가 빠르고 가구수법이나 조각수법 등이 건축적 가치가 있다.,실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4150,향토문화유적,문화유적,향토문화유적,열녀 남평문씨 정려각,False,,전북특별자치도,장수군,전북특별자치도 장수군 산서면 오산리 산19-1,35.58606921,127.3882635,False,,,,,,False,,,063-350-2328,,열녀남평문씨정려각은 1783년(정조7년)에 명정(命旌)을 받았다. 정려각은 상량문이 없어 건립연대를 알 수 없으나 근대기에 건립되었던 것으로 추정된다. 열녀남평문씨정려각은 명정연대가 장수지역에 있는 다른 정려각들과 비교할 때 명정연대와 비석의 제작시기가 빠른 편이다.,실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4151,향토문화유적,문화유적,향토문화유적,양성지별묘,False,,전북특별자치도,장수군,전북특별자치도 장수군 산서면 동백로 356-29,35.60427057,127.4252272,False,,,,,,False,,,063-350-2328,,양성지별묘는 조선 초기 명신인 문양공(文襄公) 양성지의 위패를 모신 사당으로 창건연대는 알수 없으나 문간채에 남아있는 상량으로 볼 때 1952년에 중건된 것으로 판단된다. 양성지별묘는 서원철폐령에 따라 사우를 훼철하면서 별묘를 건립한 것으로서 기단부와 초석은 옛 모습을 간직하고 있다.,실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4152,향토문화유적,문화유적,향토문화유적,최윤덕부조묘,False,,전북특별자치도,장수군,전북특별자치도 장수군 산서면 방화길 7-16,35.5749784,127.4305571,False,,,,,,False,,,063-350-2328,,최윤덕부조묘는 1927년에 창건된 건물로서 조선 초기 동북4성을 쌓아 여진족의 침입을 방지하고 이종무와 함께 대마도를 정벌한 최윤덕의 부조묘 이다. 최윤덕 부죠묘는 관련 인물의 역사적 가치가 높으며 인근에 위치한 송현수부조묘와 함께 근대기 문중간의 경쟁적 건축활동을 잘 보여주고 있어 가치가 높다.,실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4153,향토문화유적,문화유적,향토문화유적,용암사,False,,전북특별자치도,장수군,전북특별자치도 장수군 천천면 춘송리 산31-15,35.739631,127.5326889,False,,,,,,False,,,063-350-2328,,"용암사는 1818년(순조18년)에 창건되어 1871년 서원 철폐령에 의해 훼철되었으나 1946년에 복설하였다. 용암사는 안성을 주벽으로 하여 양성린, 김영갑, 한인기의 위패를 봉안한 건물이다.",실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4154,향토문화유적,문화유적,향토문화유적,영취산봉수,False,,전북특별자치도,장수군,전북특별자치도 장수군 장계면 대곡리 산92-26,35.65383194,127.6209633,False,,,,,,False,,,063-350-2328,,"대적골 제철유적은 장수 덕유산 서쪽 대적골에 위치하고 있으며 2016년 군산대학교 지표조산단에 의해 처음 발견이 되었으며 2017년부터 다섯개 지구로 나누어 군산대학교박물관과 전주문화유산연구원에서 조사를 실시하였다. 조사결과 다구역에서는 제련로 4기, 단야시설 2기, 추정 용해로 1기, 석축시설 1기, 퇴적구 등이 조사되었다. 라구역에서는 비교적 넓게 조성된 평탄대지에 서로 조성시기를 달리하는 건물지와 석축이 확인되었으며, 유물은 후백제~조선시대에 이르는 토기편, 기와편, 자기편 등이 수습되었다. 마구역에서는 주조와 관련된 작업시설과 용범요 2기 등이 조사되었으며 철제솥 용범이 대량으로 폐기된 퇴적구가 확인되었으며, 유물은 고려도기편, 분청사기편, 백자편, 옹기편 등이 확인되었다.",실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4155,향토문화유적,문화유적,향토문화유적,대적골제철유적,False,,전북특별자치도,장수군,"전북특별자치도 장수군 장계면 명덕리 산154-1, 346-2",35.74698002,127.652936,False,,,,,,False,,,063-350-2328,,"영취산봉수는 백두대간 금남호남정맥의 분기점이며 금강, 섬진강, 남강 수계의 분수령을 이루는 영취산에 위치하고 있다. 영취산 정상부에서 장계분지와 장수분지를 중심으로 하여 경남 함양군 서상분지가 한눈에 조망되며, 영취산 봉수에서 남원 덕치리 봉수까지 한 갈래의 ’’’’’’’’운봉봉수’’’’’’’’가 선상으로 이어진다. 영취산 봉수의 구조와 거화시설의 존재여부가 상세하게 파악되지 않았지만 봉수에서 장수가야 분묘유적 출토품과 상통하는 토기편이 상당량 출토되어 5세기 후엽 늦은 시기부터 6세기 초엽까지 장수가야에 의해 봉수가 축조 운영된 것으로 추정된다.",실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4156,향토문화유적,문화유적,향토문화유적,김성만가옥,False,,전북특별자치도,장수군,전북특별자치도 장수군 산서면 사창길 11,35.5632468,127.3768873,False,,,,,,False,,,063-350-2328,,"김성만가옥은 전북특별자치도 민속자료 제120호로 지정되었으나 1993년 화재로 인해 안채가 소실되면서 문화재지정에 해제되었다.  사랑채가 1861년에 건립되었고 안채는 1921년에 건립되었으며, 문간채는 1943년에 건립되었다. 김성만가옥은 사랑채, 곳간채, 문간채가 건축학적으로 건립 당시의 건축학적 요소를 담고 있어 가치가 있다.",실외,1인가능,1,사고형,2025-04-01
PLACE_HERITAGE_4157,향토문화유적,문화유적,향토문화유적,내산리 고인돌內山里 支石墓,False,,충청북도,청주시,충청북도 청주시 상당구 미원면 내산리 124-3,36.64092389,127.6582465,False,,,,,,False,,,043-201-2437,,청주 동쪽지역 청동기 문화를 밝혀줄 귀중한 자료임,실외,1인가능,1,사고형,2025-11-18
PLACE_HERITAGE_4158,향토문화유적,문화유적,향토문화유적,송영수 청정불망비宋榮洙 淸正不忘碑,False,,충청북도,청주시,충청북도 청주시 상당구 미원면 단재로 2472,36.63577642,127.6582519,False,,,,,,False,,,043-201-2437,,조선말 山內一面(현 미원면) 면장을 역임한 송영수(1871~1939)의  공덕을 기리는 불망비,실외,1인가능,1,사고형,2025-11-18
PLACE_HERITAGE_4159,향토문화유적,문화유적,향토문화유적,내곡동 사지 석조여래입상內谷洞 寺址 石造如來立像,False,,충청북도,청주시,충청북도 청주시 서원구 개신동 12,36.63003782,127.4547916,False,,,,,,False,,,043-201-2437,,나말여초시대의 불상으로 발견된 위치가 정확하고 고식의 분위기가 드러나는 중요한 불교관련 자료임,실외,1인가능,1,사고형,2025-11-18
PLACE_HERITAGE_4160,향토문화유적,문화유적,향토문화유적,선교사 묘역 및 묘비宣敎師 墓域 및 墓碑,False,,충청북도,청주시,충청북도 청주시 상당구 탑동 185-1,36.62692783,127.4968969,False,,,,,,False,,,043-201-2437,,청주지역 최초의 개신교 선교사인 민노아 부례선 소열도의 행적을 알 수 있는 귀중한 자료임,실외,1인가능,1,사고형,2025-11-18
PLACE_HERITAGE_4161,향토문화유적,문화유적,향토문화유적,로간부인 기념비로간婦人 紀念碑,False,,충청북도,청주시,충청북도 청주시 상당구 남문로1가 154,36.6291115,127.4900318,False,,,,,,False,,,043-201-2437,,충북 청주지역 내 가장 오래된 한글비석으로 청주 여성교육에 큰 기여를 한 로간부인의 활동과 공적을 기리기 위해 세운 비석임,실외,1인가능,1,사고형,2025-11-18
PLACE_HERITAGE_4162,향토문화유적,문화유적,향토문화유적,선산임씨효열문,False,,충청북도,영동군,충청북도 영동군 양산면 가곡리 169,36.123635,127.667911,False,,,,,,False,,,043-740-3203,,이원동의 처 선삼임씨의 열행을 기리기 위한 효열문이다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4163,향토문화유적,문화유적,향토문화유적,배진호효자문,False,,충청북도,영동군,충청북도 영동군 용산면 신항리 산8,36.259382,127.822217,False,,,,,,False,,,043-740-3203,,배진호의 효행을 기리기 위해 철종 5년(1854)에 건립한 정문이다. 효자각은 정면 1칸 측면 1칸의 홑처마 맞배지붕이다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4164,향토문화유적,문화유적,향토문화유적,호서루,False,,충청북도,영동군,충청북도 영동군 심천면 금정리 산 1-1,36.211834,127.7089497,False,,,,,,False,,,043-740-3203,,금강과 영동천 합수지점에 건립한 정자로 1553년 처음 건립된 뒤 소실된것을 밀양박씨 종중에서 1959년 중건하였다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4165,향토문화유적,문화유적,향토문화유적,화수정,False,,충청북도,영동군,충청북도 영동군 영동읍 부용리 145,36.16562538,127.764938,False,,,,,,False,,,043-740-3203,,당초 영동천 변 구릉에 위치하였으나 도로개설로 인해 2003년 현재의 위치로 이건한 정자이다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4166,향토문화유적,문화유적,향토문화유적,함벽정,False,,충청북도,영동군,충청북도 영동군 양산면 봉곡리 산 54,36.1340144,127.6760338,False,,,,,,False,,,043-740-3203,,수두리 대곡마을 입구에 있는 정자로 이시연의 문인들이 그를 추모하여 세운것이다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4167,향토문화유적,문화유적,향토문화유적,한천정,False,,충청북도,영동군,충청북도 영동군 양산면 수두리 산 58,36.130519,127.6511515,False,,,,,,False,,,043-740-3203,,수두리 대곡마을 입구에 있는 정자로 이시연의 문인들이 그를 추모하여 세운것이다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4168,향토문화유적,문화유적,향토문화유적,침강정,False,,충청북도,영동군,충청북도 영동군 용산면 시금리 5-3,36.2261927,127.7832249,False,,,,,,False,,,043-740-3203,,조선시대 김염이 처음 세운뒤 1919년 현재의 위치로 이건하였다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4169,향토문화유적,문화유적,향토문화유적,채하정,False,,충청북도,영동군,충청북도 영동군 양산면 봉곡리 산 37,36.13226938,127.6858466,False,,,,,,False,,,043-740-3203,,양산면 봉곡리 마을 끝에 위치한 정자로 원래 강선대자리에 있던 것이 소실된 뒤 1935년에 현재의 위치에 중건한 것이다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4170,향토문화유적,문화유적,향토문화유적,청절사,False,,충청북도,영동군,충청북도 영동군 학산면 지내리 500,36.10190602,127.645635,False,,,,,,False,,,043-740-3203,,조선초기 문신인 정수충의 영정을 모신 사당으로 임진왜란시 소실된 것을 1700년대 초 중건하였다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4171,향토문화유적,문화유적,향토문화유적,지봉리불상,False,,충청북도,영동군,충청북도 영동군 심천면 고당리 향토민속자료전시관 내,36.2115459,127.6870777,False,,,,,,False,,,043-740-3203,,추풍령면 지봉리 도로에 있던 불상으로 고려말에서 조선초에 조성된 불상으로 추정된다. 심천면 고당리 향토민속자료전시관 내에 보관중이다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4172,향토문화유적,문화유적,향토문화유적,읍청루,False,,충청북도,영동군,충청북도 영동군 영동읍 매천리 산 5,36.171461,127.775619,False,,,,,,False,,,043-740-3203,,매천리 용두봉 능선상에 위치한 정자료 1927년 초축된 뒤 1971년 현재의 위치로 이건되었다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4173,향토문화유적,문화유적,향토문화유적,이리사지3층석탑,False,,충청북도,영동군,충청북도 영동군 양산면 가곡리 293-1,36.12482676,127.6669745,False,,,,,,False,,,043-740-3203,,양산면 양산초등학교 교정내에 있는 석탑으로 고려시대 양식으로 추정된다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4174,향토문화유적,문화유적,향토문화유적,여의정,False,,충청북도,영동군,충청북도 영동군 양산면 송호리 산 37,36.1288543,127.6748078,False,,,,,,False,,,043-740-3203,,송호리 솔밭 내에 위치한 정자로 밀양박씨 종중이 1935년 건립하였다.  정자 주변으로 불상과 석탑이 있다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4175,향토문화유적,문화유적,향토문화유적,어서각,False,,충청북도,영동군,충청북도 영동군 심천면 고당리 550-1,36.2086374,127.7036631,False,,,,,,False,,,043-740-3203,,박귀천의 교지를 새긴 어서를 보호하기 위한 건물이다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4176,향토문화유적,문화유적,향토문화유적,쌍효각,False,,충청북도,영동군,충청북도 영동군 심천면 고당리 550-1,36.2086374,127.7036631,False,,,,,,False,,,043-740-3203,,심천면 고당리 세덕사 내에 위치한 효자각으로 박흥생과 박흥거의 효자비가 비각내에 있다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4177,향토문화유적,문화유적,향토문화유적,신안리석불입상,False,,충청북도,영동군,충청북도 영동군 추풍령면 신안리 84-3,36.255207,128.019031,False,,,,,,False,,,043-740-3203,,고려말 이후 조성된 것으로 추정되는 불상으로 수인은 항마촉지인을 취하고 있다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4178,향토문화유적,문화유적,향토문화유적,세심정,False,,충청북도,영동군,충청북도 영동군 상촌면 임산리 43-1,36.1475419,127.9250153,False,,,,,,False,,,043-740-3203,,남지언이 건립한 정자이다.,실외,1인가능,1,사고형,2023-12-05
PLACE_HERITAGE_4179,향토문화유적,문화유적,향토문화유적,세덕사,False,,충청북도,영동군,충청북도 영동군 심천면 고당리 559-1,36.20810675,127.7024291,False,,,,,,False,,,043-740-3203,,"밀양박씨 사당으로 1974년 재건하였다. 경내에 쌍효각, 어서각, 쌍청루 등 8동의 건물이 있다.",실외,1인가능,1,사고형,2023-12-05
